,point_differential,home_offensive_efficiency,away_offensive_efficiency,home_defensive_efficiency,away_defensive_efficiency
20776,2,87.0720188902007,86.46844660194175,84.12042502951593,89.50242718446601
20777,23,109.13196186653286,82.85862247540136,80.28098344204717,112.63593992749873
20779,4,103.04054054054052,90.76433121019109,96.28378378378379,97.13375796178345
20780,-7,93.26113116726835,108.69565217391303,103.79061371841154,97.6685570258349
20781,-7,112.83306144643828,125.83892617449666,122.34910277324633,116.05145413870245
20782,30,126.27695800227015,80.03255561584373,83.71169125993188,120.72707542051005
20783,10,105.83524027459954,91.84845005740527,91.53318077803203,106.19977037887485
20784,-3,100.56730273336771,112.5,104.43527591542032,108.33333333333333
20786,-2,94.42184776292852,106.68789808917198,97.32713538640326,103.5031847133758
20787,16,121.95121951219514,94.17304296645086,97.56097560975611,117.71630370806359
20788,26,146.86468646864685,96.50735294117648,103.96039603960396,136.33578431372547
20789,9,109.29802955665022,93.42977697408077,95.44334975369458,106.99216395418927
20790,14,109.45945945945945,92.439293598234,90.54054054054053,111.75496688741721
20794,17,118.97498474679682,86.20689655172413,93.04453935326418,110.23176936122101
20795,28,117.38401341531582,76.88083470620538,78.25600894354388,115.32125205930808
20796,15,102.8138528138528,84.34734513274337,82.52164502164501,105.08849557522124
20798,17,112.62798634812286,77.97581158497772,83.61774744027304,105.02864417568428
20799,15,112.69276393831555,86.94412770809579,90.45077105575326,108.32383124287344
20802,16,117.42892459826948,93.05210918114143,92.7070457354759,117.86600496277914
20803,18,124.55516014234875,90.59233449477352,92.52669039145907,121.95121951219512
20806,23,104.84347312463083,70.88009450679267,70.88009450679267,104.84347312463083
20809,13,112.07970112079701,93.41355288157061,91.8430884184309,113.99620012666244
20810,24,128.75536480686696,99.17355371900827,96.56652360515021,132.2314049586777
20811,-11,95.73304157549234,112.62513904338154,110.77680525164114,97.33036707452725
20812,-1,105.43038705950319,105.47320410490309,106.87463893703062,104.0478905359179
20813,8,114.69142545057348,97.93814432989691,103.76843255051884,108.24742268041238
20814,2,113.78002528445006,110.41009463722398,110.61946902654867,113.56466876971609
20817,3,118.29197922677439,109.47893569844788,113.96422388920948,113.63636363636364
20818,-7,94.39359267734554,109.47810437912418,104.40503432494279,98.98020395920814
20821,18,118.09978768577494,94.76775226908703,94.2144373673036,118.79337960491189
20823,10,96.59969088098917,84.45945945945947,83.71973209685729,97.45322245322247
20826,14,109.13853317811409,91.26271693596648,88.76600698486612,112.20825852782765
20830,26,132.10798391728892,96.83098591549296,94.77311889718553,134.97652582159625
20831,16,112.46200607902736,86.2581796549673,88.14589665653496,110.05353955978585
20832,18,112.04889406286381,82.91174817313097,85.85564610011642,108.20685778527263
20833,25,125.64249000571101,86.34868421052633,89.94860079954312,120.6140350877193
20834,16,94.29020429544263,75.63479200432198,73.33682556312205,97.2447325769854
20838,-19,104.11105178857447,125.77800829875518,129.47143619861185,101.14107883817427
20839,-12,92.98780487804879,109.93975903614457,111.28048780487805,91.86746987951805
20840,9,104.91803278688525,88.99676375404532,90.1639344262295,103.55987055016183
20841,11,115.7957244655582,94.36619718309859,99.46555819477435,109.85915492957747
20842,-11,85.57135334386518,99.84235417761428,100.05265929436544,85.39148712559117
20843,-9,105.14018691588785,121.25748502994011,118.28271028037382,107.78443113772455
20844,9,114.86486486486487,101.65864098448367,102.7027027027027,113.69716425896202
20845,-19,90.6515580736544,122.20259128386337,117.56373937677054,94.22850412249704
20848,-16,92.5925925925926,117.81011781011782,121.08262108262109,90.09009009009009
20849,-12,90.52504526252262,102.91595197255576,108.63005431502715,85.76329331046313
20850,-16,105.38954108858056,129.1462751495378,126.73425827107789,107.3953235454051
20851,-10,89.57654723127035,100.15814443858726,103.14875135722042,86.97944122298367
20852,-13,86.53846153846155,108.26210826210824,104.39560439560441,89.74358974358974
20854,-3,102.759009009009,105.03040353786623,106.98198198198196,100.88446655610835
20855,-8,98.72080088987764,114.09589832466781,109.84427141268075,102.5418833044483
20856,-17,92.87454323995127,116.69658886894074,118.75761266747867,91.26271693596648
20857,-21,77.59074171488689,105.3740779768177,105.20778537611784,77.71338250790305
20860,-16,95.75104727707959,120.70006035003018,119.68880909634949,96.56004828002413
20861,12,114.08450704225352,96.85569904548007,97.1830985915493,113.700168444694
20863,31,117.09245742092456,63.85341476957246,69.95133819951337,106.88506385341476
20864,9,98.3502538071066,79.67528562838244,84.07360406091371,93.20505111244739
20865,5,104.44743935309972,97.80370624571036,96.02425876010781,106.38297872340425
20866,11,114.58333333333333,93.64358683314416,98.21428571428571,109.25085130533485
20867,7,110.8448172558418,96.70900692840647,100.35949670461352,106.81293302540415
20868,35,129.26136363636363,79.45516458569807,79.54545454545455,129.11464245175935
20869,10,105.63380281690141,89.22880815806246,89.62868117797694,105.16252390057362
20870,32,126.67037861915367,77.3871983210913,82.12694877505568,119.35991605456455
20871,1,115.91478696741855,106.97538100820634,114.34837092731829,108.44079718640094
20872,6,123.24929971988794,107.44234800838575,114.84593837535013,115.30398322851154
20873,10,92.91521486643438,76.83551508252702,78.397212543554,91.0643141718839
20874,-8,103.64145658263304,117.20983419096626,114.84593837535013,105.77472841623785
20875,9,130.89005235602096,117.31658955717117,116.16492146596859,132.18770654329145
20877,30,125.92788971367975,79.53989231522272,86.1611876988335,116.25061184532551
20878,-5,108.499095840868,114.85680190930788,116.03375527426161,107.39856801909306
20879,9,110.03757380568975,102.58572231590782,97.96027911969941,115.23327712197865
20880,17,129.16939175931984,98.16339455351489,101.3734466971877,125.07916402786574
20881,15,110.00602772754671,83.04696449026345,87.40204942736588,104.52462772050399
20882,34,140.12208657047725,91.53005464480874,92.95227524972253,137.9781420765027
20884,13,131.42523364485982,112.11415259172975,112.44158878504673,131.0425160163075
20885,14,132.18015665796347,104.81852315394242,109.33420365535247,126.72090112640801
20886,12,117.46987951807229,95.87449157466588,99.39759036144578,113.30621731551422
20887,16,132.49854397204425,110.94674556213018,109.20209668025625,134.6153846153846
20888,7,117.98636601992658,112.83306144643828,108.80964866282119,122.34910277324633
20890,22,121.68823166974738,86.6261398176292,87.8003696857671,120.06079027355622
20891,-23,78.46916299559471,109.40919037199124,110.13215859030836,77.95404814004377
20892,-15,97.98432250839866,113.45435130806194,118.98096304591266,93.43299519487454
20895,-2,102.65700483091788,104.29082240762813,105.67632850241546,101.31108462455303
20897,-10,98.7685992816829,120.09939260077304,111.59569009748589,106.29486471562673
20899,-9,90.2061855670103,110.15911872705017,103.09278350515463,96.38922888616891
20901,2,74.49856733524356,69.59910913140311,71.63323782234957,72.38307349665925
20902,4,123.49799732977303,112.61261261261262,116.82242990654206,119.04761904761905
20903,2,99.26854754440961,99.2489270386266,96.65621734587252,101.93133047210301
20904,13,100.63254744105808,84.31952662721895,81.943645773433,103.55029585798819
20905,24,119.8830409356725,86.98260347930413,84.7953216374269,122.97540491901617
20906,23,118.122009569378,89.62868117797694,83.73205741626795,126.44046094750318
20908,4,107.31559854897219,99.22985781990522,101.2696493349456,105.15402843601895
20909,-1,96.73852957435048,97.6884975233902,98.12050856826976,96.31260319207485
20910,17,90.52504526252262,62.35498839907193,64.87628243814122,87.00696055684456
20911,-3,103.2488986784141,108.93854748603353,107.37885462555066,104.74860335195531
20912,20,107.18424101969872,78.48837209302326,78.21552723059095,107.55813953488374
20913,6,104.91606714628297,90.29345372460497,95.92326139088729,98.75846501128669
20914,11,102.33222275107093,93.60958562156765,89.24321751546883,107.3389915127309
20915,15,111.23787792355961,90.46524985640436,89.84597832287507,112.00459506031018
20917,7,97.66763848396502,80.99352051835854,87.46355685131196,90.4427645788337
20919,-19,89.14100486223661,109.25449871465295,114.80280929227445,84.83290488431876
20920,14,107.22041259500541,84.10973084886129,88.21932681867534,102.22567287784679
20923,-7,106.68973471741639,114.86103233125355,116.78200692041523,104.93477027793534
20924,5,107.97840431913616,99.11242603550296,100.47990401919616,106.50887573964498
20925,-4,116.61425576519918,123.93390191897653,121.85534591194968,118.60341151385927
20926,6,112.9032258064516,101.08200455580867,104.10557184750732,109.624145785877
20927,6,119.2504258943782,112.5866050808314,110.73253833049404,121.24711316397227
20928,29,114.44708680142688,72.6832222895215,71.3436385255648,116.59600242277406
20929,-1,105.3582179409994,103.55892648774795,106.86333534015652,102.10035005834305
20931,14,113.25028312570782,92.02453987730061,93.43148357870895,111.54489682097044
20933,-7,108.27407886231416,118.81824020552345,119.5862960568843,107.57867694283878
20934,2,102.99097065462755,98.72080088987764,100.16930022573365,101.50166852057842
20935,-8,112.93920803123257,132.6774001192606,124.0936977133296,120.75134168157425
20936,15,120.82338902147971,99.45750452079565,98.44868735083531,122.06148282097648
20937,19,111.04941699056079,82.74552360282149,84.6751804553026,108.51871947911013
20939,9,107.44552058111381,91.60756501182033,93.82566585956417,104.90543735224584
20941,12,118.1353767560664,95.61998766193707,98.97828863346105,114.12708204811844
20942,1,129.6414852752881,127.3074474856779,128.04097311139563,128.8987905792489
20943,-6,110.83743842364532,118.27079934747144,119.04761904761905,110.11419249592169
20944,1,106.38297872340425,110.8156028368794,104.98320268757,112.29314420803782
20945,2,113.84062312762133,111.51295961422545,110.8448172558418,114.5268233875829
20946,19,111.6891064871481,80.26159334126041,82.61933904528765,108.50178359096314
20948,-8,102.48447204968943,119.04761904761905,114.90683229813664,106.1776061776062
20949,17,113.42155009451795,83.43446601941747,86.64146187775677,109.22330097087378
20950,-4,114.77339611536199,116.08154020385051,120.65921130076515,110.41902604756513
20951,3,110.52937754508434,107.16382853787434,106.16637579988364,111.5678214914856
20953,14,116.35027556644215,92.70334928229666,94.9173300673607,113.63636363636364
20954,-1,103.77358490566037,107.92525773195875,105.34591194968553,106.31443298969072
20955,-8,104.81852315394242,111.01243339253996,117.33416770963704,99.17110716400236
20957,-4,86.25410733844468,94.57933370976849,91.73055859802847,88.93280632411067
20958,26,127.30833799664241,91.39482564679415,90.93452714045887,127.95275590551181
20961,7,97.05698184095178,85.45680546923555,86.09893550407013,96.33312616532007
20962,-9,104.92445439283715,121.52777777777777,117.51538891997761,108.50694444444444
20964,-5,101.5446224256293,108.88252148997135,108.69565217391303,101.71919770773638
20966,10,118.45039018952062,102.68346111719605,104.51505016722406,116.37458926615551
20967,2,98.23182711198429,99.28716904276985,95.77603143418469,101.83299389002036
20968,28,111.1394992335207,74.34475806451613,75.37046499744507,109.62701612903226
20969,5,112.93634496919918,96.0932577189666,104.38056125941138,103.96975425330812
20971,-5,120.89810017271157,131.8127962085308,128.0944156591825,124.40758293838863
20972,5,109.28961748633878,98.89240506329114,102.45901639344261,105.48523206751055
20974,26,128.37136929460578,98.06555615260612,94.65767634854771,132.99301450832886
20975,17,110.40609137055839,83.73205741626795,88.83248730964468,104.06698564593302
20979,16,117.71000535045476,101.98300283286119,96.30818619582664,124.6458923512748
20980,17,109.19540229885058,84.18949771689498,84.77011494252874,108.44748858447488
20982,14,122.86029817780233,109.20209668025625,103.53395913859747,129.58648806057076
20983,13,105.98834128245893,82.55298176441596,88.76523582405935,98.57072449482504
20984,11,117.16461628588166,99.71098265895954,101.05448154657293,115.60693641618496
20985,-7,100.11778563015312,111.54074955383702,110.42402826855124,101.1302795954789
20987,-9,108.46560846560847,127.37961926091825,120.37037037037037,114.78163493840985
20990,1,96.44364074743822,94.59459459459461,94.9367088607595,96.0960960960961
20991,24,112.34357224118317,78.12499999999999,78.21387940841866,112.21590909090908
20994,2,94.25754060324824,84.85991379310346,91.35730858468676,87.55387931034483
20995,7,106.00130463144161,89.28571428571429,94.58577951728635,100.0615763546798
20996,32,115.45293072824157,66.62804171494786,68.08762581409118,112.97798377752027
20997,4,104.05405405405406,97.75040171397964,98.64864864864865,103.10658810926618
20998,-10,96.3785046728972,113.2300357568534,110.98130841121494,98.33134684147794
21000,4,111.3013698630137,105.95647193585339,105.59360730593608,111.68384879725086
21001,31,115.81222977146386,68.36544437538844,67.9431747992588,116.53200745804848
21002,5,99.75816203143894,86.5493757094211,92.2007255139057,93.64358683314416
21003,-6,96.88784497944802,102.97482837528604,105.69583088667058,94.39359267734554
21007,13,117.4496644295302,97.36697750959956,99.27293064876957,115.1947339550192
21008,-3,107.20944686140459,113.99620012666244,111.87072715972654,109.24635845471818
21011,17,114.81056257175659,94.59459459459461,90.41331802525832,120.12012012012012
21013,-8,111.84544992374173,125.91815320041972,122.01321809862735,115.42497376705143
21017,-17,102.01305767138193,125.2723311546841,125.1360174102285,102.12418300653594
21019,13,124.92981471083662,104.74090407938257,106.68163952835485,122.65711135611907
21021,-8,101.15606936416184,118.3252427184466,112.71676300578035,106.18932038834951
21022,7,113.96422388920948,103.50776308223118,103.86612810155799,113.57101782633696
21023,3,95.87554269175108,85.61643835616438,90.44862518089725,90.75342465753425
21024,1,118.52662290299052,119.31394481730051,116.70313639679067,121.17822520507085
21026,4,102.48112189859764,100.1669449081803,97.0873786407767,105.73177518085699
21027,16,109.58503798947984,86.0058309037901,86.20689655172414,109.32944606413994
21028,-14,105.53337136337706,121.41280353200882,125.49914432401596,102.09713024282561
21029,-2,103.37698139214335,102.44547257105087,106.82288077188147,99.1407799074686
21030,10,128.04097311139563,104.41527446300715,112.0358514724712,119.33174224343675
21031,-13,85.86147681740127,111.3483831604637,104.46479679450486,91.51921903599755
21032,-4,92.5925925925926,101.59893404397069,99.090318388564,94.9367088607595
21035,10,115.55806087936864,91.50991357397051,101.46561443066516,104.21962379257752
21036,21,107.6478149100257,71.33995037220842,73.90745501285348,103.90818858560793
21037,11,97.57539917208751,79.52573742047426,81.31283264340627,95.43088490456913
21038,3,99.34756820877818,98.21976672805403,94.89916963226572,102.82381829343157
21039,7,110.12585812356978,109.85561833019459,100.11441647597255,120.84118016321406
21040,-16,88.29300196206673,110.82963901203293,114.45389143230871,85.49715009499684
21041,-5,103.75494071146245,117.07988980716253,111.98945981554678,108.4710743801653
21042,13,117.88120024494798,98.46153846153847,97.97917942437233,118.46153846153847
21043,16,103.35195530726257,77.37459978655284,81.00558659217879,98.71931696905017
21047,-3,86.73754896474539,87.93290043290042,90.93452714045887,83.87445887445887
21052,9,105.2347544522396,97.56787330316742,93.0922827846735,110.29411764705883
21053,5,107.67531750414136,94.2178626742385,100.7730535615682,100.67114093959731
21055,-5,97.8067575577949,97.6884975233902,105.2163604030824,90.80902586681341
21056,5,90.19165727170235,83.94991462720546,83.1454340473506,91.0643141718839
21058,13,111.31167268351383,96.0932577189666,91.75691937424789,116.57214870825456
21059,7,104.27807486631015,97.63476347634764,94.91978609625669,107.26072607260726
21060,-12,89.9165061014772,103.84850335980451,109.18432883750802,85.52229688454489
21061,-10,94.54949944382646,113.2404181184669,108.45383759733036,98.72241579558654
21062,21,115.14028586553732,86.5233350812795,87.34780307040762,114.0534871525957
21063,14,114.66666666666667,90.86320040383646,96.0,108.53104492680465
21065,24,117.62954139368674,72.02723939235202,81.89398451459202,103.4573074908329
21066,25,120.1923076923077,78.61635220125785,80.12820512820514,117.9245283018868
21068,29,119.71046770601336,77.95404814004377,79.34298440979956,117.6148796498906
21069,10,105.14018691588787,93.76650818806128,92.15991692627207,106.973058637084
21071,17,106.35280771412366,77.41591030432461,82.2461712989223,100.106780565937
21079,39,133.33333333333331,81.45363408521304,83.33333333333334,130.32581453634086
21080,39,119.04761904761905,63.25632563256326,64.42577030812325,116.8866886688669
21085,-18,81.33333333333333,101.96179659266906,105.33333333333333,78.72999483737738
21086,-8,92.28187919463087,104.51977401129943,103.4675615212528,93.22033898305085
21087,5,117.27078891257993,108.29853862212944,110.60767590618337,114.82254697286012
21088,12,120.33694344163656,103.65853658536585,102.28640192539109,121.95121951219514
21089,8,115.26232114467408,109.78321289605337,104.66348701642818,120.9005002779322
21091,-8,106.4648537711647,117.14727085478887,116.7265264238071,106.8486096807415
21092,-18,88.1858902575588,114.40677966101696,113.3818589025756,88.98305084745763
21096,12,123.22946175637395,107.14285714285714,106.23229461756374,124.28571428571429
21097,16,109.9896480331263,87.20930232558139,89.28571428571428,107.43174924165824
21098,-4,107.40531373657434,112.73957158962796,113.05822498586771,107.10259301014655
21099,13,126.19181155356142,101.95974576271188,107.96410544026922,119.17372881355932
21100,-5,110.5583195135434,118.71508379888269,117.46821448313986,111.731843575419
21101,-22,78.25370675453047,104.16666666666666,108.45689181768259,75.15822784810126
21102,-9,104.10380205190101,119.70534069981585,117.68255884127943,105.89318600368325
21104,26,118.17065684468999,77.83882783882784,78.26887661141805,117.52136752136752
21105,23,116.61341853035142,77.49535027898327,79.87220447284345,113.14321140731556
21106,10,111.73870333988212,101.91243080020129,99.4597249508841,114.49421238047306
21107,7,94.61009174311926,86.30778232884728,84.57568807339449,96.54768870684612
21109,10,96.81093394077449,81.3692480359147,82.57403189066059,95.39842873176207
21111,8,113.51909184726523,100.2004008016032,103.19917440660475,110.22044088176352
21112,4,118.11023622047243,108.3138173302108,112.05330102967896,114.16861826697892
21113,19,133.44226579520696,103.18704284221525,107.57080610021788,128.00417972831767
21114,-15,95.40846750149076,126.68377164849262,117.76982707215267,102.62989095574086
21115,17,116.98717948717949,86.848635235732,89.74358974358975,113.21339950372207
21116,-1,94.13580246913581,101.3734466971877,95.67901234567901,99.73839110529758
21117,9,116.87571265678449,105.18731988472622,104.0478905359179,118.15561959654177
21119,16,105.0972149238045,83.46374543557641,84.07777193904361,104.3296817944705
21120,9,116.61341853035142,99.81285090455395,102.23642172523961,113.84903306300684
21121,8,106.38297872340425,90.28642590286427,93.48807221147646,102.73972602739727
21123,-1,100.78023407022106,100.12714558169102,102.40572171651495,98.53782581055309
21124,-2,99.63293130571577,106.09357997823723,102.25485055060304,103.37323177366704
21125,-3,106.41316685584563,111.11111111111111,110.66969353007946,106.83760683760684
21126,10,106.06060606060606,91.68704156479218,90.9090909090909,106.96821515892421
21127,9,106.80907877169558,87.08043065231159,91.7890520694259,101.32995566814441
21128,-5,72.75132275132275,82.26997985224983,81.0185185185185,73.87508394895903
21129,-5,96.04677060133629,102.72071071626874,103.00668151447661,95.78012215435868
21130,24,111.63175303197355,77.1103896103896,78.55567805953694,109.57792207792207
21131,24,116.83558558558558,82.5405707890319,83.0518018018018,116.11639619473979
21132,6,100.16242555495398,92.99781181619255,92.04114780725502,101.2035010940919
21133,11,110.29411764705883,90.8278737343657,93.44362745098039,107.2066706372841
21134,25,114.91031390134529,81.89655172413794,79.87668161434978,117.81609195402301
21135,15,108.62913096695226,81.63265306122449,85.67931456548348,103.49854227405248
21136,-7,95.40846750149076,111.21553884711778,105.84376863446631,100.25062656641603
21137,14,127.5802752293578,102.51503553854566,107.51146788990825,121.65117550574085
21140,-7,90.06550218340611,104.82481332567491,99.617903930131,94.77311889718553
21141,-5,91.84224743381955,100.10970927043334,98.59535386277688,93.25287986834887
21142,-4,103.2608695652174,105.42962572482868,108.69565217391306,100.15814443858726
21143,21,105.3740779768177,78.04232804232805,77.71338250790305,105.82010582010584
21144,8,94.7187141216992,80.3769401330377,83.23765786452353,91.46341463414635
21145,3,102.28353948620361,99.28229665071771,98.71550903901046,102.8708133971292
21148,7,106.5891472868217,90.82512315270937,95.28423772609818,101.60098522167489
21150,7,96.59746251441753,82.78145695364239,86.50519031141869,92.439293598234
21151,13,130.4691618344755,106.12043435340573,113.33684765419083,122.16189536031588
21152,17,116.1081716637272,89.90719257540604,91.12286890064667,114.55916473317866
21155,27,132.57575757575756,92.21902017291066,93.24009324009323,131.12391930835733
21156,8,113.20754716981132,94.57441513190642,102.42587601078166,104.52961672473869
21158,10,111.29032258064515,87.53709198813056,95.16129032258065,102.37388724035608
21160,-1,114.10788381742738,122.18045112781954,115.58980438648487,120.61403508771929
21161,16,131.6614420062696,102.96789824348878,106.58307210031349,127.19563900666262
21162,-10,90.67357512953367,104.28571428571429,105.06620610247552,90.0
21163,24,130.4945054945055,101.37064534551683,97.52747252747254,135.63677898343803
21164,-4,106.59465605457648,117.07172495554236,112.2797043774872,111.14404267931238
21165,6,98.44703272323903,89.82863460475401,90.12756516916251,98.12050856826976
21166,4,134.83502538071065,124.08088235294117,128.48984771573603,130.20833333333331
21167,-23,81.87134502923976,117.41973840665874,115.49707602339181,83.23424494649228
21168,-5,117.37089201877934,122.76140958983248,124.70657276995306,115.54015020219528
21171,10,99.00990099009901,85.49365692222835,85.25852585258527,99.28295642581358
21173,-16,79.73733583489681,102.82381829343157,104.75297060662913,78.26887661141805
21174,19,123.87387387387388,100.55304172951232,100.10010010010011,124.43438914027149
21175,11,119.04761904761905,102.39361702127658,104.16666666666667,117.02127659574468
21176,5,93.82716049382715,84.96888463379607,87.65432098765432,90.95260890378171
21178,15,111.33603238866397,88.77434135166094,89.64719491035281,110.25200458190147
21179,22,112.22681630242172,82.4679291386683,79.74010632014176,116.06597434331091
21181,-6,105.56127703398556,113.05241521068858,113.2852729145211,105.344295991778
21183,5,114.22136422136421,106.93454309786131,106.1776061776062,115.03564484769927
21184,-5,102.49839846252402,107.8125,110.50608584240871,100.0
21185,15,105.27793374508703,84.41193021947102,84.22234699606963,105.51491277433878
21186,11,110.38557213930349,88.60011813349085,93.28358208955225,104.84347312463083
21188,12,116.4311878597593,101.15606936416184,100.73260073260073,116.92065160273253
21189,11,111.14404267931238,88.93829905503058,94.8429164196799,104.22456920511397
21190,1,106.61563696008749,105.65312843029639,105.24876981957354,107.0252469813392
21192,7,113.38697878566204,94.89302967563837,100.5852231163131,106.9703243616287
21193,31,123.08533916849014,80.42529989094874,80.68927789934354,122.68266085059977
21194,3,100.36496350364965,93.86281588447653,94.89051094890512,99.27797833935018
21195,13,97.5889781859931,75.63256325632564,78.93226176808265,93.50935093509352
21196,2,95.73132454488386,90.71340713407133,92.5925925925926,93.78843788437884
21197,4,120.53571428571428,112.96948356807512,114.58333333333333,118.8380281690141
21198,-1,112.45674740484428,110.70627802690582,113.89850057670128,109.30493273542601
21199,15,97.17868338557994,74.8407643312102,73.6677115987461,98.72611464968153
21200,19,112.39563262684649,77.08585247883917,81.88824662813103,105.80411124546553
21201,-10,85.33855623950754,103.55892648774795,99.32848349188583,88.97316219369895
21203,2,114.21319796954315,107.2961373390558,111.04060913705584,110.36174126302882
21204,12,117.2879177377892,94.1939468807906,98.00771208226222,112.72390364422482
21205,-1,110.9701965757768,116.93017127799736,112.5554850982879,115.2832674571805
21206,4,98.30611010284332,89.0251021599533,92.25650332728372,94.86281377699942
21207,9,111.51295961422545,95.475910693302,97.95057263411694,108.69565217391303
21208,16,103.77860564129857,78.56056766345667,82.49068653539116,98.8342625443487
21209,5,101.62601626016261,92.5925925925926,94.36701509872242,99.71509971509971
21211,-9,115.5268022181146,132.57575757575756,129.39001848428836,118.37121212121214
21214,16,115.91478696741855,87.50754375377187,90.85213032581453,111.6475558237779
21216,3,99.00990099009901,85.26383526383526,93.70579915134371,90.09009009009009
21217,33,134.15518491660626,69.30358350236648,74.32922407541697,125.0845165652468
21219,3,98.37678307919332,91.27548601232812,94.68765371372358,94.8316737790422
21220,14,119.48051948051948,99.89754098360656,101.29870129870129,117.82786885245902
21221,17,114.3889223359422,85.40822235089752,88.80192655027092,110.01737116386798
21222,5,112.50730566919931,104.65116279069768,105.20163646990063,111.9186046511628
21223,12,107.08401976935748,93.3786078098472,90.60955518945633,110.35653650254669
21224,7,138.80597014925374,125.36443148688048,128.3582089552239,135.56851311953352
21226,12,114.90683229813664,94.97549019607843,96.27329192546583,113.3578431372549
21227,30,124.21473443746429,85.32934131736528,81.38206739006282,130.23952095808383
21228,16,115.47690461907618,92.87454323995127,91.48170365926813,117.23507917174176
21229,23,113.63636363636364,75.34659433393611,77.83312577833127,110.00602772754671
21230,-1,96.75583380762663,96.69282511210763,98.17871371656231,95.2914798206278
21231,15,108.9417091114884,89.23431203223949,87.71929824561403,110.82325849165227
21233,4,93.34889148191365,89.55223880597015,87.51458576429405,95.52238805970148
21234,-7,88.10572687224669,98.4375,99.11894273127753,87.5
21235,10,111.11111111111111,95.9692898272553,95.23809523809523,111.96417146513116
21236,7,87.12660028449501,76.75438596491229,74.67994310099573,89.546783625731
21237,-13,88.1975625400898,103.72178157413057,109.04425914047467,83.89261744966443
21238,11,101.95974576271188,79.47976878612715,87.39406779661017,92.72639691714836
21239,19,124.85648679678529,99.41520467836257,97.5889781859931,127.19298245614034
21240,17,110.17498379779651,86.03238866396761,82.63123784834737,114.7098515519568
21241,3,113.69938990571269,105.10910058541778,109.53965612867442,109.1005854177754
21242,3,99.28867812685239,98.09932556713673,94.8429164196799,102.69773145309627
21243,3,103.50776308223118,101.89013585351448,99.19493962047153,106.32014176018902
21244,29,140.37057832678272,94.46514103246409,99.66311061201573,133.04949441192124
21245,3,101.44153764014949,101.67130919220055,97.43726641751202,105.84958217270196
21246,9,104.16666666666667,93.3786078098472,91.66666666666666,106.1120543293718
21247,10,97.6884975233902,85.33855623950754,83.92955421023665,99.32848349188583
21248,-4,95.17335146159076,103.73443983402488,101.97144799456153,96.81881051175655
21249,16,116.18798955613579,95.64989517819707,95.30026109660575,116.61425576519918
21251,31,127.76606954689147,88.75739644970415,86.9336143308746,130.44647660032277
21252,3,114.51516954193931,112.46200607902736,110.05353955978585,117.02127659574468
21253,-4,102.26049515608182,105.93220338983052,107.64262648008614,100.63559322033899
21255,-5,99.41675503711559,109.11074740861977,106.04453870625663,102.29132569558101
21256,6,102.68562401263821,99.66777408637874,94.78672985781989,107.9734219269103
21257,-5,101.2092534174553,109.39167556029881,107.78128286014721,102.7214514407684
21258,4,111.08063631376852,113.63636363636363,105.59517279210094,119.53955135773317
21259,-16,91.9206579583938,109.36757013789824,111.2723754233188,90.3471231573942
21260,14,117.55057408419903,94.9868073878628,98.41443411700384,113.45646437994723
21261,-7,97.95805739514348,112.13341000575043,107.61589403973508,102.07015526164463
21264,-7,100.3798155181769,109.75609756097562,109.87520347259903,100.27100271002712
21265,-11,98.42519685039369,112.74252753015206,112.86089238845145,98.32197168327215
21266,-13,81.75559380378658,98.2594048287479,100.40160642570282,80.01122964626614
21268,-15,81.33824432166973,102.96789824348878,104.35850214855739,80.25439127801332
21269,15,109.44700460829493,88.20127241179874,87.84562211981567,109.8901098901099
21270,32,123.87387387387385,78.3435926133184,78.82882882882882,123.11135982092894
21271,1,96.90937663698271,99.400871459695,95.59979046621268,100.76252723311548
21272,-8,87.17310087173101,103.02640051513201,99.62640099626402,90.14810045074051
21275,-19,84.35136707388016,107.84313725490196,111.98371146015124,81.23249299719888
21280,1,94.77936606587943,94.10288582183188,93.22560596643879,95.67126725219573
21281,9,103.9570757880617,83.6489898989899,88.86653252850437,97.85353535353536
21282,2,108.75787063537494,99.67672413793103,105.89582140812823,102.37068965517241
21283,-14,78.70370370370371,98.06879903439952,100.30864197530865,76.94628847314424
21284,8,102.69953051643192,86.64058133035215,90.962441314554,97.82001117942984
21285,14,99.83361064891845,81.7822899041173,80.42151968940654,101.5228426395939
21286,-7,93.9306358381503,102.85714285714285,104.04624277456647,92.85714285714286
21287,5,108.8235294117647,103.66586538461537,101.47058823529412,111.1778846153846
21288,-1,98.98341359015515,102.23555070883314,100.32102728731942,100.8724100327154
21289,14,96.91011235955057,79.29642445213379,77.24719101123596,99.48096885813149
21290,15,101.56703424260012,78.57142857142857,79.80266976204294,100.0
21291,-18,85.84337349397589,115.88380716934488,112.95180722891564,88.0716934487021
21292,-26,69.18819188191881,117.86188579017265,109.16359163591636,74.7011952191235
21293,-14,76.69616519174042,95.3206239168111,97.34513274336284,75.10109763142692
21294,1,94.33962264150942,96.33027522935778,92.86556603773585,97.85932721712537
21295,14,89.49880668257755,72.19083490269931,68.61575178997613,94.16195856873824
21296,-14,91.56976744186048,111.20739456961294,111.9186046511628,90.98786828422878
21298,8,114.4927536231884,96.2059620596206,102.89855072463767,107.0460704607046
21301,21,105.97302504816956,81.70731707317073,80.6840077071291,107.31707317073172
21306,37,123.84792626728111,71.30384167636788,70.56451612903226,125.14551804423748
